"presence","fold","bio01","bio04","bio12","bio15","forest","shrub","grass","wetland","crop","urban"
0,3,20.4312138728324,59.1776878612717,1558.6936416185,18.0101156069364,0,0,0,0,0,1
0,3,10.3620842572062,82.369534368071,288.30266075388,35.2383592017738,0,0,0,0,0,1
0,2,5.66109913793104,93.6383405172414,1139.76831896552,12.6627155172414,0,0,0,0,0,1
0,1,9.72375296912114,86.2163657957245,1172.8242280285,10,0,0,0,0,0,1
0,2,17.9980861244019,22.8143381180223,751.07336523126,101.698564593301,0,0,0,0,0,1
1,3,13.9,39.6795561357702,892.962140992167,90.9412532637076,0,0,0,0,0,1
0,3,10.4,83.2326688815061,317.719822812846,38.2513842746401,0,0,0,0,0,1
0,1,20.4260115606936,52.8029190751445,1312.48843930636,41,1,0,0,0,0,0
0,2,19.251493598862,62.8611237553343,1335.00426742532,23,1,0,0,0,0,0
1,3,7.07105030891439,43.8199117387467,2011.59046778464,41.8984995586937,1,0,0,0,0,0
0,2,5.1,83.145079533404,281.515376458112,50.5153764581124,0,0,0,0,1,0
0,2,4.70806282722513,80.9136230366492,383.685863874346,27.165445026178,0,0,1,0,0,0
1,1,13.8,28.2775839793282,710.890180878553,91.5322997416021,0,0,0,0,0,1
1,1,5.83465085638999,55.5420026350461,805.3069828722,76.498023715415,1,0,0,0,0,0
1,2,8.64930182599355,50.8344897959184,2498.26530612245,62.4801288936627,1,0,0,0,0,0
0,2,22.1,45.040353460972,1231.9145802651,48.9513991163476,0,0,0,0,0,1
0,2,11.9035264483627,85.4537531486146,978.45717884131,14,1,0,0,0,0,0
1,1,13.6750652741514,31.3258355091384,777.352480417755,91.2258485639687,1,0,0,0,0,0
0,1,7.2,85.8031696905016,299.769477054429,59.5976520811099,0,0,0,0,1,0
1,1,7.15737051792829,56.6453519256308,854.930942895086,78.8725099601594,1,0,0,0,0,0
1,1,13.5044585987261,31.3443821656051,655.122292993631,85.7222929936306,1,0,0,0,0,0
1,2,9.20530973451328,34.8241371681416,3088.74225663717,52.7444690265487,1,0,0,0,0,0
0,3,-4.14285714285714,147.517741553053,310.681683461767,50.9608772969769,1,0,0,0,0,0
0,1,6.95257510729614,80.7022532188841,380.18347639485,52.6587982832618,0,0,0,0,0,1
1,2,8.04561965811966,56.0769444444445,2462.80021367521,68.1912393162393,1,0,0,0,0,0
0,1,12.987859824781,85.1688986232791,1056.46808510638,12,0,0,0,0,0,1
0,2,1.2380716934487,77.0036341161928,578.903584672435,13.0457354758962,1,0,0,0,0,0
1,1,12.7260130718954,27.0161568627451,790.355555555555,85.1843137254902,1,0,0,0,0,0
1,1,6.95435356200528,56.7656596306069,823.73746701847,78.3825857519789,1,0,0,0,0,0
0,2,6.12140672782875,80.8151681957187,478.026503567788,25.8430173292559,0,0,0,0,0,1
1,1,13.322236503856,30.926735218509,734.352185089974,87,1,0,0,0,0,0
0,2,7.22652631578948,88.1828842105263,292.129473684211,52.0663157894737,0,0,0,0,1,0
0,3,17.6010738255034,80.4369127516779,866.836241610738,35.0993288590604,0,0,1,0,0,0
0,3,6.05922651933702,89.9999226519337,1088.12486187845,14.3668508287293,0,0,0,0,0,1
0,3,9.70337756332931,98.9859710494572,916.406513872135,28,0,0,0,0,0,1
1,2,9.50899357601713,51.6459528907923,2335.80728051392,61.3576017130621,1,0,0,0,0,0
0,2,10.9622474747475,83.8968181818182,1022.99621212121,15,1,0,0,0,0,0
0,2,15.6887820512821,20.3965544871795,636.586538461539,89.698717948718,0,0,0,0,0,1
0,2,2.63851554663992,77.4431895687061,587.590772316951,26.4523570712136,1,0,0,0,0,0
0,1,12.7098591549296,85.4173111395646,1076.91549295775,11,0,0,0,0,0,1
0,1,5.35356004250797,114.973687566419,419.242295430393,64.7640807651435,0,0,1,0,0,0
0,1,9.77208737864077,85.6244902912621,1210.67111650485,11,1,0,0,0,0,0
1,1,9.6289,53.73064,1748.196,46.695,0,1,0,0,0,0
0,3,6.28862876254181,73.4651616499443,1330.12040133779,19,1,0,0,0,0,0
0,3,10.4,83.4482651933701,304.898342541436,36.7790055248619,0,0,0,0,1,0
0,1,18.3317817014446,16.1728731942215,986.585874799358,97.4269662921348,0,0,0,0,0,1
0,2,9.9,97.9120761670762,838.970515970516,20,0,0,0,0,0,1
1,3,10.4765227021041,83.3981284606866,325.763012181617,37.2735326688815,0,0,0,0,0,1
1,1,5.43707865168539,81.264708886619,523.539325842697,24,1,0,0,0,0,0
0,2,5.60087051142546,93.6905658324265,1143.89880304679,12.2611534276387,0,0,0,0,0,1
0,1,9.58947368421052,95.6916768665851,845.971848225214,21,1,0,0,0,0,0
0,2,10.3024721878863,103.865982694685,912.844252163164,39,0,0,0,0,0,1
0,2,1.32952069716776,85.487559912854,531.901960784314,19.6252723311547,0,1,0,0,0,0
0,2,9.65857487922705,96.8032487922705,840.949275362319,20,0,0,0,0,0,1
0,3,10.4,83.2260176991151,316.16482300885,37.858407079646,0,0,0,0,0,1
1,2,8.0248654467169,58.5362325080732,2180.08288482239,69.7965554359526,1,0,0,0,0,0
1,2,5.94468302658487,81.4695501022495,482.537832310838,25.3609406952965,0,0,0,0,1,0
1,2,17.9595141700405,43.1743994601889,267.002699055331,64.3333333333333,0,0,0,1,0,0
0,2,22.0569750367107,45.1498531571219,1245.26284875184,48.5080763582966,0,0,0,0,0,1
1,1,7.04415917843389,57.0555198973042,812.089858793325,77.8433889602054,1,0,0,0,0,0
0,1,-3.23180952380952,129.981263492063,293.844444444444,80.9961904761905,1,0,0,0,0,0
0,3,-7.6,140.847459546926,417,43,0,1,0,0,0,0
0,1,11.0981012658228,93.9359367088608,1021.92151898734,19,0,0,0,0,0,1
0,3,5.11526315789474,82.3025157894737,366.551578947368,52.2863157894737,0,0,1,0,0,0
1,3,16.094532199271,69.448857837181,1461.97569866343,79.81652490887,1,0,0,0,0,0
0,2,-7.6,140.85065318818,420.001555209953,43,0,0,0,1,0,0
0,3,18.6,70.4303988603989,1090.59686609687,16.0071225071225,0,0,0,0,1,0
0,1,7.07117021276596,85.3292978723404,293.28829787234,59,0,0,0,0,1,0
0,3,10.4,83.2618091009989,315.160932297447,37.6059933407325,0,0,0,0,0,1
1,1,7.10934210526316,56.9835131578947,834.667105263158,78.3328947368421,1,0,0,0,0,0
1,1,12.2649867374005,64.0000397877984,843.209549071618,81.9151193633952,1,0,0,0,0,0
0,1,-4.14863861386139,115.437747524752,402.633663366337,66,0,1,0,0,0,0
0,3,8.82994082840237,109.209775147929,837.003550295858,50,1,0,0,0,0,0
1,3,10.9,91.5933753148615,418.651133501259,27.6372795969773,0,0,0,1,0,0
0,1,9.11469849246231,92.1900502512563,430.801507537689,70.71608040201,0,0,0,0,1,0
0,1,12.8161616161616,83.6839393939394,1071.34595959596,12,0,0,0,0,0,1
0,2,21.8406754772394,46.3422026431718,1254.28487518355,47.0969162995595,0,0,0,0,0,1
1,3,15.8628650904033,32.6803337969402,312.901251738526,92.1432545201669,0,1,0,0,0,0
0,2,22.2960410557185,42.7356011730205,1322.44428152493,60.5161290322581,0,0,0,0,1,0
1,2,15.8,58.7138017565872,479.952321204517,90.5207026348808,0,0,0,0,1,0
0,1,6.5695020746888,81.6460165975104,477.473029045643,54.695020746888,0,0,1,0,0,0
0,1,26.3704180064309,20.5498874598071,1062.7347266881,81.7861736334405,0,0,0,0,0,1
0,1,11.1932835820896,94.3538805970149,1010.39303482587,20,0,0,0,0,0,1
0,2,4.52792887029289,121.271328451883,430,71,0,0,1,0,0,0
0,2,9.9,97.5355675029869,841.758661887694,20,0,0,0,0,0,1
1,2,9.36352941176471,57.2389304812834,2561.40213903743,71.1989304812834,1,0,0,0,0,0
0,2,17.9,42.3164197530864,274.925925925926,69.4513031550069,0,0,0,1,0,0
0,1,8.41169305724726,90.2169671132765,1166.86479902558,8.75639464068209,1,0,0,0,0,0
1,1,12.8749672346003,28.0817169069463,812.142857142857,86.8990825688073,1,0,0,0,0,0
0,3,9.89082007343941,99.3442962056304,920.949816401469,28,0,0,0,0,0,1
1,1,15.9138242894057,67.7281266149871,524.301033591731,82.0129198966408,0,0,1,0,0,0
0,1,17.5,70.7061711079944,1387.61711079944,21,0,0,0,1,0,0
0,2,7.00468409586057,115.265762527233,734.771241830065,50,0,0,0,0,0,1
0,2,5.95060975609756,81.517743902439,482.993902439025,25.2357723577236,0,0,0,0,1,0
0,3,10.4,83.2274336283186,309.830752212389,37.733407079646,0,0,0,0,0,1
1,3,14.2868686868687,34.5092550505051,684.223484848485,88.760101010101,0,0,0,0,0,1
1,1,9.2596757852077,48.7951874366768,1329.90476190476,42.2066869300912,1,0,0,0,0,0
0,2,21.9196769456681,45.3309838472834,1274.140969163,48.9985315712188,0,0,0,0,0,1
1,2,9.16979722518676,35.0762540021345,3132.82070437567,52,1,0,0,0,0,0
1,3,15.4912302070646,69.1313032886724,1529.57369062119,79,1,0,0,0,0,0
0,3,10.3377777777778,82.3837888888889,281.658888888889,34.4422222222222,0,0,0,0,1,0
0,1,7.3,87.3530383795309,308.31236673774,59.501066098081,0,0,0,1,0,0
1,2,8.91707841031149,51.4569817400644,2485.53276047261,62.1997851772288,1,0,0,0,0,0
0,1,9.28288834951456,87.5272208737864,1206.40048543689,9,1,0,0,0,0,0
0,3,9.85985663082437,100.277491039427,928.033452807646,28.1326164874552,0,0,0,0,0,1
0,1,-4.14863692688971,115.535346964064,406.423172242875,65.8754646840149,0,1,0,0,0,0
0,3,-7.6,140.75189628483,418.445820433437,43,0,0,0,0,0,0
0,3,10.3125,83.337046460177,316.681415929204,38.0044247787611,0,0,0,0,0,1
0,2,5.63232432432433,94.1500432432432,1140.91783783784,12.3102702702703,0,0,0,0,0,1
0,1,5.33468516542156,114.878964781217,420.662753468517,64.1227321237994,0,0,1,0,0,0
1,2,8.43055555555556,55.967532051282,2515.63354700855,68.2692307692308,1,0,0,0,0,0
1,3,14.5240601503759,44.8909899749373,811.9335839599,91.4360902255639,0,0,1,0,0,0
1,3,14.3,40.1489206762029,670.141742522757,87.4174252275683,1,0,0,0,0,0
0,1,-2.92663699936427,129.726395422759,298.651621106167,80.276541640178,0,1,0,0,0,0
1,1,12.9757978723404,65.1716888297872,797.203457446809,81.9175531914894,1,0,0,0,0,0
0,1,12.5013888888889,84.9594318181818,1044.33964646465,11,0,0,0,0,0,1
0,1,12.8517857142857,85.1420790816327,1062.1568877551,12,0,0,0,0,0,1
0,1,8.04965986394558,109.922290249433,867.222222222222,47,0,0,0,0,0,1
1,1,12.2742819843342,37.6050783289817,960.070496083551,86.2885117493473,1,0,0,0,0,0
0,3,14.8350967741936,75.650464516129,1206.79096774194,17,0,0,0,1,0,0
0,1,10.9059343434343,94.7483838383838,1009.12247474747,20.7626262626263,0,0,0,0,0,1
0,2,21.8213043478261,46.4378550724638,1250.59855072464,47,0,0,0,0,0,1
0,2,8.76957928802589,51.2888888888889,2505.22977346278,62.3646170442287,1,0,0,0,0,0
0,2,4.57730812013348,110.697897664071,799.135706340378,45,0,0,0,1,0,0
0,1,9.3744578313253,88.4918795180723,1166.99879518072,9,0,0,0,0,0,1
0,3,5.43993250843645,97.2862992125985,1236.37120359955,10,1,0,0,0,0,0
0,1,18.4024079320113,70.8000849858357,1175.7209631728,15,0,0,0,0,0,1
0,1,9.50036144578313,96.0243253012048,844.825301204819,20,0,0,0,0,0,1
0,2,21.4,46.7956954612006,1271.95314787701,41,0,0,0,1,0,0
0,2,18.0772870662461,30.3910410094637,499.755520504732,95.3753943217666,0,0,0,0,1,0
0,1,13.0631382316314,84.7953424657534,1048.50560398506,12,0,0,0,0,0,1
0,3,10.4,83.2480022197558,286.902330743618,35.9711431742508,0,0,0,0,0,1
0,1,-4.09659231722429,115.419950433705,399.361833952912,65.9498141263941,0,1,0,0,0,0
0,1,12.6253180661578,84.6163358778626,1075.30407124682,12,0,0,0,0,0,1
1,1,5.56072916666667,53.0796770833333,2424.446875,52.121875,1,0,0,0,0,0
0,2,4.49989539748954,121.211778242678,430.016736401674,70.9916317991632,0,0,1,0,0,0
0,2,19.1695859872612,24.0049203821656,974.968152866242,114,0,0,0,0,0,1
0,3,8.42757871878393,90.5799022801303,369.132464712269,50.400651465798,0,0,0,0,0,1
0,3,10.3003322259136,83.3328903654485,318.104097452935,38.3300110741971,0,0,0,0,0,1
0,3,10.0354721549637,104.691404358354,880.705811138015,36,0,0,0,0,0,0
0,2,4.2989539748954,120.734142259414,443.111924686193,68.7050209205021,0,0,1,0,0,0
1,3,10.3769060773481,83.0170828729282,317.028729281768,36.9569060773481,0,0,0,0,0,1
0,3,6.88665132336019,92.7848906789413,1134.77330264672,7.6789413118527,1,0,0,0,0,0
0,2,15.7905448717949,20.8434294871795,836.407051282051,94,0,0,0,0,0,1
0,3,19.4911949685535,27.7588364779874,447.647798742138,75.0817610062893,0,1,0,0,0,0
0,3,12.5363867684478,96.5429007633588,970.591603053435,45.0089058524173,1,0,0,0,0,0
1,3,6.7204628501827,67.7541534713764,642.075517661389,60.931790499391,1,0,0,0,0,0
0,3,6.19060402684564,106.234530201342,932.761744966443,13,0,0,0,0,1,0
1,3,14.0662849872774,34.9318956743003,675.821882951654,86.3600508905853,0,0,0,0,0,1
1,1,6.58667529107374,62.1001940491591,972.553686934023,73.5459249676585,1,0,0,0,0,0
0,2,17.9004092769441,42.9429467939973,261.402455661664,62.9181446111869,0,0,0,0,0,1
1,2,18.2050684931507,46.4538767123288,265.967123287671,70.5712328767123,0,0,0,0,0,1
0,3,0.413492822966507,82.3174736842105,600.988516746412,24.5732057416268,1,0,0,0,0,0
1,3,14.1200258397933,35.2491085271318,1046.80878552972,92.1162790697675,0,0,0,0,0,1
0,2,6.11447963800905,100.071640271493,977.515837104072,22.0542986425339,1,0,0,0,0,0
0,2,18.3180281690141,67.4944788732394,381.930985915493,75.2887323943662,0,1,0,0,0,0
0,1,12.7758620689655,83.8811621966794,1076.16219667944,12,0,0,0,0,0,1
0,1,9.37120853080569,87.1927606635071,1198.8518957346,9,0,0,0,0,0,1
0,3,12.2472361809045,99.9183668341709,856.407035175879,51,0,0,0,0,1,0
0,3,7.36166666666667,92.5747738095238,1149.92142857143,7,1,0,0,0,0,0
0,1,9.6,95.9131105710814,843.243013365735,21,0,0,0,0,1,0
0,2,17.7354166666667,22.571233974359,731.342948717949,103.267628205128,0,0,0,0,1,0
1,1,17.2953929539295,41.1715040650407,290.571815718157,82.7669376693767,0,1,0,0,0,0
1,1,9.53845371312309,45.0011393692777,943.663275686673,59.8067141403866,1,0,0,0,0,0
1,1,14.8653350515464,42.1410567010309,578.702319587629,90.2577319587629,0,0,0,0,0,1
1,2,6.21803278688525,80.6982581967213,476.258196721311,25.781762295082,0,0,0,0,0,1
0,2,4.50926315789474,120.705094736842,447.597894736842,67,0,0,1,0,0,0
0,2,15.884430176565,20.9586356340289,776.213483146067,94.9325842696629,0,0,0,0,0,1
0,3,10.3471760797342,83.1287264673311,301.49723145072,36.0487264673311,0,0,0,0,0,1
1,2,7.99989270386266,55.9382188841202,2471.68884120172,67.9388412017168,1,0,0,0,0,0
0,1,15.5353642384106,89.9747549668874,699.13642384106,47.0649006622517,0,0,1,0,0,0
1,2,13.360582010582,42.5051851851852,610.489417989418,90.3042328042328,1,0,0,0,0,0
0,1,18.4304101838755,70.6327581329562,1172.53748231966,15,0,0,0,0,0,1
0,3,17.5822161422709,80.2103283173735,869.922024623803,35.2694938440492,0,0,1,0,0,0
1,2,7.98988159311087,55.7078040904198,2488.82238966631,67.7287405812702,1,0,0,0,0,0
1,2,11.425224071703,46.5583610755442,1339.75544174136,85.4007682458387,1,0,0,0,0,0
0,1,11.0289926289926,94.0504668304668,1025.07371007371,20,0,0,0,0,0,1
0,1,3.91571428571429,111.113824175824,819.64945054945,44.256043956044,1,0,0,0,0,0
1,2,9.18251748251748,54.0817882117882,1457.93306693307,52.6403596403596,1,0,0,0,0,0
1,1,9.26872427983539,52.3705761316873,1472.56790123457,49,1,0,0,0,0,0
1,3,10.4,82.8031747787611,290.174778761062,35.3661504424779,0,0,0,0,0,1
1,2,11.6696315120712,23.8759974587039,1800.01905972046,83,0,0,1,0,0,0
0,2,17.9710777626194,46.4114188267394,254.81173260573,67.3669849931787,0,0,0,0,0,1
1,1,13.393864229765,31.8530678851175,748.331592689295,87.2454308093995,1,0,0,0,0,0
0,3,3.70240963855422,109.013154435926,845.224534501643,37,0,0,0,1,0,0
1,3,12.9592692828146,53.9312719891746,547.468200270636,90.404600811908,0,0,1,0,0,0
1,3,9.124625,87.5655875,567.70875,28.72875,0,0,0,0,0,1
0,1,9.89724220623501,86.5778896882494,1150.74100719424,10,0,0,0,0,0,1
0,3,12.5230279898219,96.5471501272265,972.431297709924,45.0216284987277,0,0,0,0,1,0
0,3,10.6,83.4894579646018,323.121681415929,37.3219026548673,0,0,0,0,0,1
0,1,-2.90945541591861,142.833070017953,309.025733093956,53.4392579293836,1,0,0,0,0,0
1,1,12.7601324503311,38.1393112582781,903.777483443709,85.5165562913907,1,0,0,0,0,0
1,2,8.80970873786408,50.8344660194175,2440.66882416397,61.7939590075513,1,0,0,0,0,0
0,1,22.3821637426901,43.889283625731,1302.78801169591,60,0,0,0,0,0,1
0,1,-3.32380952380952,130.070958730159,294.372698412698,80.3644444444444,1,0,0,0,0,0
1,2,6.24774590163934,80.5921413934426,482.417008196721,25.2100409836066,0,0,0,0,1,0
0,2,7.17983193277311,80.7239915966387,320.495798319328,28.7983193277311,0,0,1,0,0,0
