"presence","fold","bio08","bio09","bio16","bio17","forest","urban"
1,1,-0.504657179818888,14.8650711513583,464.472186287193,43.8059508408797,1,0
0,2,13.3957708049113,21.1514324693042,124.991814461119,20.0818553888131,0,1
1,2,13.4,22.2598630136986,135.913698630137,15.5698630136986,0,1
0,3,10.7551196172249,-4.52602870813397,196.712918660287,106.908133971292,1,0
1,3,9.9452196382429,18.203488372093,581.895348837209,10.7260981912145,0,1
0,2,18.5898190045249,-6.16040723981901,308.462669683258,166.410633484163,1,0
0,2,26.3985915492958,21.5956338028169,202.767605633803,21.9704225352113,0,0
0,1,23.3363984674329,1.67765006385696,306.891443167305,233.845466155811,0,1
0,1,0.467654028436019,18.0735781990521,333.991706161137,267.251184834123,0,1
0,3,22.3879396984925,-1.15276381909548,351.52135678392,70.1206030150754,0,0
0,3,16.8085714285714,-3.75666666666667,304.607142857143,259.232142857143,1,0
0,1,21.5925880923451,-1.8044957472661,261.624544349939,155.573511543135,0,0
0,2,18.9426282051282,17.5900641025641,464.267628205128,23.2371794871795,0,0
1,1,12.8953929539295,22.3266937669377,157.849593495935,8,0,0
1,1,4.58718209562564,15.4214649033571,447.792472024415,81.5055951169888,1,0
1,1,9.54974226804123,20,315.59793814433,5,0,1
1,2,14.4941598360656,1.72315573770492,154.740778688525,92,0,1
0,2,16.9361052631579,-11.8057894736842,215.044210526316,30,0,0
0,2,17.4544141252006,12.9016051364366,458.852327447833,22.0706260032103,0,1
0,3,0.3,20.4,109.183831672204,36,0,1
1,2,1.75793991416309,15.2585836909871,1206.74678111588,140.208154506438,1,0
0,1,22.7929801324503,3.60649006622517,264.006622516556,73.9350993377483,0,0
1,2,8.98346560846561,18.8243386243386,337.005291005291,3.78835978835979,1,0
0,1,22.3158415841584,26.6616690240453,330.328147100424,245.869872701556,0,1
0,3,21.8822161422709,6.8,294.84952120383,131,0,0
1,2,1.8032292787944,15.2564047362756,1213.08396124865,142.462863293864,1,0
1,2,6.37733674775928,17.4802816901408,709.588988476313,20.0217669654289,1,0
0,1,20.7550368550369,-1.62604422604423,318.773955773956,199.375921375921,0,1
0,1,16.1025274725275,-11.3842857142857,314.361538461538,87.2879120879121,1,0
1,2,2.9965034965035,16.1605394605395,635.154845154845,147.422577422577,1,0
1,1,3.44444444444445,16.3131687242798,619.465020576132,172.374485596708,1,0
1,3,0.4,20.395796460177,104.066371681416,35.1283185840708,0,1
1,2,9.27268106734435,14.4040660736976,942.756035578145,30.0457433290978,0,0
0,2,13.0896316507503,21.6114597544338,126.725784447476,16.6275579809004,0,1
1,1,9.51161879895561,17.1579634464752,397.07180156658,9.74412532637076,1,0
0,3,15.8142387732749,-9.45158817086528,301.484118291347,111.037239868565,0,0
1,3,7.21650879566982,19.8822733423545,300.483085250338,5.70906630581867,0,0
1,3,8.06825,20.638125,191.445,82.20625,0,1
0,1,1.16294964028777,18.5965227817746,323.938848920863,252.978417266187,0,1
0,3,22.4019083969466,-0.376717557251908,370.824427480916,93,0,0
0,3,0.751216814159292,20.9574115044248,117.407079646018,37,0,1
0,1,14.8765409934171,-10.5876122082585,140.774985038899,34.5290245362059,1,0
1,1,8.64543046357616,17.5119205298013,472.007947019868,12.7827814569536,1,0
1,2,3.18522114347357,15.3687162891046,1137.87378640777,166.208198489752,1,0
0,1,27.431432748538,17.5134502923977,618.331871345029,172,0,1
0,1,13.1770793650794,-10.316253968254,171.674285714286,21.0761904761905,1,0
1,2,14.5,1.73647540983607,155.893442622951,93.3319672131148,0,0
0,2,15.3798319327731,2.87983193277311,108.201680672269,60.2016806722689,0,0
