"presence","fold","bio01","bio04","bio08","bio09","bio12","bio15","bio18","forest","shrub","grass","wetland","crop","urban"
0,2,4.56515486725664,110.633373893805,16.7651548672566,-10.6066371681416,798.74889380531,45,297.004424778761,0,0,0,1,0,0
0,2,21.9,45.9938799414349,27.2461200585652,16.7,1246.15666178624,48,532.313323572474,0,0,0,0,0,1
0,2,9.40326876513318,108.087481840194,20.5675544794189,-5.4043583535109,831.278450363196,47,322.076271186441,0,0,0,0,0,1
0,1,18.8923295454545,67.7148863636363,9.7640625,23.9,1467.54971590909,13.3011363636364,337.190340909091,1,0,0,0,0,0
1,3,15.9030183727034,67.3206955380577,8.9753280839895,24.7343832020997,308.517060367454,81.5367454068242,6.35433070866142,0,0,1,0,0,0
1,1,16.204,67.96656,9.20333333333333,24.9773333333333,473.769333333333,81.3226666666667,5,0,0,1,0,0,0
0,3,10.3997770345596,82.2126755852843,0.473244147157191,20.3494983277592,263.541806020067,32.7346711259755,40,0,0,0,0,0,1
0,2,-7.56478873239437,141.308829902492,9.43521126760563,-25.1,412,45,156,0,0,0,0,0,0
0,3,12.5020356234097,96.568893129771,22.3868956743003,-0.397964376590331,972.312977099237,45,347.263358778626,1,0,0,0,0,0
0,3,10.3902654867257,83.119778761062,0.347898230088496,20.4,295.658185840708,35.9966814159292,40.8595132743363,0,0,0,0,0,1
0,3,10.4328523862375,82.4448390677025,0.48534961154273,20.342730299667,266.901220865705,32.3052164261931,40,0,0,0,0,1,0
0,3,10.4,83.226781354051,0.362153163152053,20.4621531631521,310.061043285239,38.1098779134295,41,0,0,0,0,0,1
0,3,10.4692137320044,83.2694130675526,0.5,20.6004429678848,320.539313399778,37.7763012181617,42.312292358804,0,0,0,0,0,1
0,3,-7.68910355486863,141.05014683153,9.34250386398764,-25.2891035548686,415.671561051005,43.2720247295209,155,0,0,0,0,0,0
0,3,-7.49238249594814,140.903638573744,9.4757698541329,-25,419.488654781199,42.5113452188006,156.488654781199,0,0,0,0,0,0
0,2,2.63272727272727,88.2048454545455,13.441,-2.20045454545455,488.59,43.0045454545455,205.364545454545,1,0,0,0,0,0
0,3,9.7,99.4184268292683,22,-3.70548780487805,921.008536585366,29,301.710975609756,0,0,0,0,0,1
0,3,10.8615869017632,91.7240302267003,9.85125944584383,23.0090680100756,405.562972292191,27.6272040302267,70,0,0,0,0,0,1
0,3,-4.01221102548903,148.055299347955,14.4479549496147,-12.233669235329,312.864848844102,49.3289863663308,138.244813278008,0,0,0,1,0,0
0,3,10.3837957824639,82.8001997780244,0.4,20.4530521642619,301.375138734739,35.558268590455,41,0,0,0,0,0,1
1,1,6.87572614107884,57.6459958506224,3.3399377593361,12.3707468879668,2563.02074688797,47.6410788381743,287.405601659751,1,0,0,0,0,0
0,3,10.9,91.7574470734745,9.8587795765878,23.0551681195517,407.501867995019,27.6338729763387,71,0,0,0,1,0,0
1,1,15.8779816513761,67.7822149410223,8.8735255570118,24.7273918741809,529.695937090433,82.2922673656619,6,0,1,0,0,0,0
0,1,3.99603087100331,111.054751929438,16.1805953693495,-11.3126791620728,816.364939360529,44.6549062844542,308.631753031974,1,0,0,0,0,0
1,1,9.29586028460544,60.0654204398448,2.96507115135834,17.3073738680466,1043.90556274256,79.9883570504528,32.8926261319534,1,0,0,0,0,0
0,2,5.40792616720956,94.9016395222584,-3.9028230184582,12.7836047774159,1154.76764386536,12,269.028230184582,0,0,0,0,0,1
